Darwin johnsonlee.local 23.3.0 Darwin Kernel Version 23.3.0: Wed Dec 20 21:31:10 PST 2023; root:xnu-10002.81.5~7/RELEASE_ARM64_T6031 arm64 arm Darwin
hw.memsize: 68719476736
hw.logicalcpu: 16
machdep.cpu.brand_string: Apple M3 Max
go version go1.22.0 darwin/arm64

  PID  %CPU    RSS COMM
  773   0.0  18848 /System/Library/PrivateFrameworks/iCloudNotification.framework/iCloudNotificationAgent
  774   0.0   4304 /System/Library/CoreServices/pbs
  775   0.0 143344 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
  776   0.0  17808 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
  778   0.0   5984 /Applications/Sublime Text.app/Contents/MacOS/crash_handler
  779   0.0   2960 /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
  780   0.0   3312 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  781   0.0   3312 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  782   0.0   2672 /Users/johnsonlee/Library/Application Support/iTerm2/iTermServer-3.4.23
  783   0.0  27056 /usr/libexec/networkserviceproxy
  784   0.0  15040 /usr/libexec/triald
  785   0.0  34416 /System/Library/PrivateFrameworks/iTunesCloud.framework/Support/itunescloudd
  788   0.0   2144 /Applications/iTerm.app/Contents/XPCServices/pidinfo.xpc/Contents/MacOS/pidinfo
  789   0.0  16976 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
  790   0.0  16192 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
  791   0.0  25552 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
  792   0.0  11008 /usr/libexec/MTLAssetUpgraderD
  793   0.0  11424 /usr/libexec/swcd
  794   0.0  18864 /usr/libexec/siriknowledged
  795   0.0  25296 /System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd
  813   0.0   1744 /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer
  843   0.0  78912 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
  846   0.0  24416 /System/Library/PrivateFrameworks/PassKitCore.framework/passd
  913   0.0  67872 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
 1151   0.0   6256 /Applications/Sublime Text.app/Contents/MacOS/plugin_host-3.3
 1152   0.0   8064 /Applications/Sublime Text.app/Contents/MacOS/plugin_host-3.8
 1170   0.0  10576 /System/Library/CoreServices/ScopedBookmarkAgent
 1208   0.0  26960 /System/Library/PrivateFrameworks/IMCore.framework/imagent.app/Contents/MacOS/imagent
 1246   0.0   3120 /System/Library/PrivateFrameworks/AssetCacheServicesExtensions.framework/XPCServices/AssetCacheManagerService.xpc/Contents/MacOS/AssetCacheManagerService
 1312   0.0  37936 /System/Library/PrivateFrameworks/IMDPersistence.framework/XPCServices/IMDPersistenceAgent.xpc/Contents/MacOS/IMDPersistenceAgent
 1313   0.0  24080 /System/Applications/Calendar.app/Contents/PlugIns/CalendarWidgetExtension.appex/Contents/MacOS/CalendarWidgetExtension
 1314   0.0  28112 /System/Applications/Weather.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget
 1317   0.0   2080 /usr/sbin/distnoted
 1319   0.0   6608 /usr/sbin/systemstats
 1320   0.0  10304 /System/Library/PrivateFrameworks/ContinuousDialogManagerService.framework/assistant_cdmd
 1321   0.0   9376 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
 1323   0.0  10048 /System/Library/PrivateFrameworks/DeviceCheckInternal.framework/devicecheckd
 1324   0.0  19296 /System/Library/PrivateFrameworks/EmailDaemon.framework/Versions/A/maild
 1328   0.0  15200 /System/Library/PrivateFrameworks/Synapse.framework/Support/contentlinkingd
 1329   0.0  24912 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
 1330   0.0  14816 /System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
 1331   0.0   4416 /usr/libexec/captiveagent
 1334   0.0   4976 /usr/libexec/nesessionmanager
 1335   0.0   3344 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
 1336   0.0   4352 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1338   0.0  21408 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
 1345   0.0  11392 /System/Cryptexes/App/usr/libexec/SafariLaunchAgent
 1346   0.0 120512 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 1350   0.0  49696 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XprotectService.xpc/Contents/MacOS/XprotectService
 1351   0.0   3328 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
 1352   0.0   3312 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
 1353   0.0   5120 /System/Library/CoreServices/ReportCrash
 1354   0.0  37104 /System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/com.apple.Safari.SafeBrowsing.Service
 1355   0.0  10096 /System/Library/PrivateFrameworks/WebPrivacy.framework/webprivacyd
 1356   0.0  24064 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
 1358   0.0   4224 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted_helper
 1359   0.0   4608 /usr/libexec/USBAgent
 1360   0.0  85936 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/reversetemplated
 1362   0.0   2080 /usr/sbin/distnoted
 1363   0.0   8848 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceDisplay.xpc/Contents/MacOS/UARPUpdaterServiceDisplay
 1364   0.0   4960 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceHID.xpc/Contents/MacOS/UARPUpdaterServiceHID
 1365   0.0   7424 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceLegacyAudio.xpc/Contents/MacOS/UARPUpdaterServiceLegacyAudio
 1366   0.0   6624 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceUSBPD.xpc/Contents/MacOS/UARPUpdaterServiceUSBPD
 1367   0.0   2912 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceAFU.xpc/Contents/MacOS/UARPUpdaterServiceAFU
 1373   0.0   4032 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/ThunderboltAccessoryUpdaterService.xpc/Contents/MacOS/ThunderboltAccessoryUpdaterService
 1374   0.0   6368 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/StandaloneHIDAudService.xpc/Contents/MacOS/StandaloneHIDAudService
 1375   0.0  16576 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
 1412   0.0  34848 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent
 1413   0.0  16096 /System/Library/CoreServices/diagnostics_agent
 1414   0.0   8272 /System/Library/PrivateFrameworks/GeoServices.framework/geodMachServiceBridge
 1579   0.0  34480 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
 1580   0.0   9088 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
 1581   0.0   9104 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
 1599   0.0 810368 /opt/homebrew/Cellar/openjdk@17/17.0.18/libexec/openjdk.jdk/Contents/Home/bin/java
 1639   0.0   9888 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/installd
 1640   0.0   7904 /usr/libexec/AssetCache/AssetCache
 1641   0.0   6016 /System/Library/PrivateFrameworks/InstallCoordination.framework/Support/installcoordinationd
 1642   0.0  10464 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/system_installd
 1643   0.0   9216 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storedownloadd
 1644   0.0  14016 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd
 1646   0.0   5600 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Versions/A/XPCServices/com.apple.AppStoreDaemon.StorePrivilegedTaskService.xpc/Contents/MacOS/com.apple.AppStoreDaemon.StorePrivilegedTaskService
 1650   0.0   9104 /System/Library/PrivateFrameworks/AmbientDisplay.framework/Versions/A/XPCServices/com.apple.AmbientDisplayAgent.xpc/Contents/MacOS/com.apple.AmbientDisplayAgent
 1651   0.0  10624 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService
 1652   0.0   2976 /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
 1654   0.0   4752 /System/Library/PrivateFrameworks/AssetCacheServicesExtensions.framework/XPCServices/AssetCacheTetheratorService.xpc/Contents/MacOS/AssetCacheTetheratorService
 1656   0.0   5024 /usr/libexec/secinitd
 1657   0.0   2080 /usr/sbin/distnoted
 1658   0.0   2320 /usr/sbin/cfprefsd
 1660   0.0  11744 /usr/libexec/trustd
 1669   0.0  15616 /usr/libexec/findmylocateagent
 1670   0.0  11840 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
 1671   0.0   3520 /usr/libexec/containermanagerd
 1672   0.0   4144 /usr/libexec/metrickitd
 1674   0.0  17888 /System/Library/Frameworks/StoreKit.framework/Support/storekitagent
 1675   0.0    464 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver
 1676   0.0  11168 /System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
 1677   0.0    464 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver
 1680   0.0   3232 /System/Library/CoreServices/CrashReporterSupportHelper
 1681   0.0  25376 /System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService
 1682   0.0  14320 /usr/libexec/promotedcontentd
 1684   0.0  52976 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
 1685   0.0   8656 /usr/libexec/triald_system
 1686   0.0   2608 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.ComponentTagHelper.xpc/Contents/MacOS/com.apple.audio.ComponentTagHelper
 1689   0.0  16016 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport
 1696   0.0  12064 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/MacinTalkAUSP.appex/Contents/MacOS/MacinTalkAUSP
 1697   0.0   9664 /System/Library/PrivateFrameworks/TextToSpeechKonaSupport.framework/Versions/A/PlugIns/KonaSynthesizer.appex/Contents/MacOS/KonaSynthesizer
 1698   0.0  10656 /System/Library/PrivateFrameworks/TextToSpeech.framework/PlugIns/SiriAUSP.appex/Contents/MacOS/SiriAUSP
 1699   0.0   4368 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1700   0.0   4368 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1702   0.0  10960 /System/Library/PrivateFrameworks/TextToSpeechMauiSupport.framework/Versions/A/PlugIns/MauiAUSP.appex/Contents/MacOS/MauiAUSP
 1703   0.0   6640 /System/Library/PrivateFrameworks/SiriTTSService.framework/Versions/A/XPCServices/com.apple.SiriTTSService.TrialProxy.xpc/Contents/MacOS/com.apple.SiriTTSService.TrialProxy
 1704   0.0   4368 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1705   0.0   9200 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/WardaSynthesizer_arm64.appex/Contents/MacOS/WardaSynthesizer_arm64
 1706   0.0   4368 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1707   0.0  14432 /System/Library/PrivateFrameworks/TextToSpeechVoiceBankingSupport.framework/Support/voicebankingd
 1708   0.0    932 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/WardaSynthesizer_x86_64.appex/Contents/MacOS/WardaSynthesizer_x86_64
 1709   0.0   4304 /System/Library/PrivateFrameworks/AutomationMode.framework/automationmode-writer
 1710   0.0  17856 /System/Library/PrivateFrameworks/MapsSync.framework/mapssyncd
 1759   0.0   6640 /System/Library/PrivateFrameworks/SiriTTSService.framework/Versions/A/XPCServices/com.apple.SiriTTSService.TrialProxy.xpc/Contents/MacOS/com.apple.SiriTTSService.TrialProxy
 1760   0.0   4368 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1772   0.0   4368 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1778   0.0  16256 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/XPCServices/com.apple.CoreSimulator.CoreSimulatorService.xpc/Contents/MacOS/com.apple.CoreSimulator.CoreSimulatorService
 1787   0.0   7184 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Resources/bin/simdiskimaged
 1799   0.0  51216 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
 1800   0.0   2880 /System/Library/PrivateFrameworks/DiskImages2.framework/Versions/A/XPCServices/diskimagescontroller.xpc/Contents/MacOS/diskimagescontroller
 1801   0.0   4192 /usr/libexec/diskimagesiod
 1802   0.0   4368 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1807   0.0  11424 /usr/libexec/audiomxd
 1821   0.0   6880 /System/Library/PrivateFrameworks/SiriTTSService.framework/Versions/A/XPCServices/com.apple.SiriTTSService.TrialProxy.xpc/Contents/MacOS/com.apple.SiriTTSService.TrialProxy
 1822   0.0   4192 /usr/libexec/diskimagesiod
 1831   0.0   2128 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/XPCServices/SimLaunchHost.arm64.xpc/Contents/MacOS/SimLaunchHost.arm64
 1832   0.0  14192 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/XPCServices/SimulatorTrampoline.xpc/Contents/MacOS/SimulatorTrampoline
 1833   0.0  80720 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 1840   0.0  21824 cloudphotod
 1849   0.0  22320 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/universalAccessAuthWarn.app/Contents/MacOS/universalAccessAuthWarn
 1900   0.0   2096 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
 2358   0.0   7472 /System/Library/PrivateFrameworks/DistributedEvaluation.framework/Versions/A/XPCServices/com.apple.siri-distributed-evaluation.xpc/Contents/MacOS/com.apple.siri-distributed-evaluation
 2359   0.0  12736 /usr/libexec/mlruntimed
 2361   0.0  20064 /System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent
 2362   0.0   8464 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/XPCServices/com.apple.FaceTime.FTConversationService.xpc/Contents/MacOS/com.apple.FaceTime.FTConversationService
 2364   0.0   4144 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
 2365   0.0  13072 /usr/libexec/avconferenced
 2366   0.0   2128 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
 2367   0.0   7552 /usr/sbin/BTLEServerAgent
 2368   0.0  24528 /System/Library/CoreServices/UniversalControl.app/Contents/MacOS/UniversalControl
 2369   0.0  18640 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
 2370   0.0  18288 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
 2373   0.0  10192 /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
 2375   0.0   6960 /System/Library/Image Capture/Support/icdd
 2376   0.0  20512 /opt/homebrew/opt/ollama/bin/ollama
 2377   0.0  14528 /System/Library/PrivateFrameworks/AskPermission.framework/Versions/A/Resources/askpermissiond
 2379   0.0  14368 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent
 2381   0.0  16096 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
 2384   0.0   4464 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
 2386   0.0  14976 /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
 2387   0.0   4960 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
 2389   0.0   9728 /System/Library/PrivateFrameworks/CoreEmbeddedSpeechRecognition.framework/Versions/A/XPCServices/com.apple.siri.embeddedspeech.xpc/Contents/MacOS/com.apple.siri.embeddedspeech
 2404   0.0  10464 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
 2544   0.0    448 /bin/bash
 2548   0.2  24400 /Applications/Stats.app/Contents/MacOS/Stats
 2561   0.0  29200 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
 2564   0.0   2208 /System/Library/PrivateFrameworks/KerberosHelper/Helpers/DiskUnmountWatcher
 2566   0.0   3824 /System/Library/PrivateFrameworks/IASUtilities.framework/Versions/A/Resources/installerauthagent
 2567   0.0  12096 /usr/libexec/NRDUpdated
 2568   0.0  16000 /private/var/db/com.apple.xpc.roleaccountd.staging/exec/16777234.48194354.xpc/Contents/MacOS/com.apple.NRD.UpdateBrainService
 2569   0.0  32240 /System/Library/PrivateFrameworks/UIFoundation.framework/Versions/A/XPCServices/nsattributedstringagent.xpc/Contents/MacOS/nsattributedstringagent
 2570   0.0   3776 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
 2571   0.0   2176 /usr/sbin/cfprefsd
 2594   0.0   2976 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
 2596   0.0  38768 /System/Library/PrivateFrameworks/UIFoundation.framework/Versions/A/XPCServices/nsattributedstringagent.xpc/Contents/MacOS/nsattributedstringagent
 2603   0.0 106240 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 2608   1.2 128032 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 2609   0.0  26224 /usr/libexec/biomesyncd
 2610   0.0  18128 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/ThemeWidgetControlViewService.xpc/Contents/MacOS/ThemeWidgetControlViewService
 2620   0.0 141664 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 2621   0.0 102832 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 2622   0.0   5648 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService
 2623   0.0  54544 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
 2624   0.0 121248 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 2625   0.0 153440 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 2628   0.0   6096 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
 2648   0.0 187008 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 2649   0.0 280832 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 2657   0.0 151536 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 2658   0.0 156080 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 2659   1.0 310320 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 2660   0.0 183328 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 2667   0.0 185808 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 2669   0.0 163600 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 2670   0.0 191248 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 2671   0.0 137664 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 2672   0.0 133120 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 2673   0.0 123952 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 2674   0.5 297872 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 2679   0.0   7456 /System/Library/PrivateFrameworks/RemoteManagement.framework/remotemanagementd
 2680   0.0   9488 /System/Library/PrivateFrameworks/SiriInference.framework/Support/siriinferenced
 2681   0.0   4240 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/Support/fudHelperAgent
 2682   0.0  13264 /System/Library/PrivateFrameworks/LockdownMode.framework/Versions/A/XPCServices/lockdownmoded
 2683   0.0  12272 /System/Library/Frameworks/FinanceKit.framework/financed
 2684   0.0   5904 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SecuritySubscriber.xpc/Contents/MacOS/SecuritySubscriber
 2685   0.0   2096 /usr/sbin/distnoted
 2686   0.0   5680 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/InteractiveLegacyProfilesSubscriber.xpc/Contents/MacOS/InteractiveLegacyProfilesSubscriber
 2687   0.0   9424 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ScreenSharingSubscriber.xpc/Contents/MacOS/ScreenSharingSubscriber
 2689   0.0  11152 /usr/libexec/diagnosticextensionsd
 2691   0.0   5680 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/LegacyProfilesSubscriber.xpc/Contents/MacOS/LegacyProfilesSubscriber
 2692   0.0   5680 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/PasscodeSettingsSubscriber.xpc/Contents/MacOS/PasscodeSettingsSubscriber
 2693   0.0   8864 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/AccountSubscriber.xpc/Contents/MacOS/AccountSubscriber
 2694   0.0   8880 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SoftwareUpdateSubscriber.xpc/Contents/MacOS/SoftwareUpdateSubscriber
 2695   0.0   5728 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagementTestSubscriber.xpc/Contents/MacOS/ManagementTestSubscriber
 2696   0.0   6128 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagedConfigurationFilesSubscriber.xpc/Contents/MacOS/ManagedConfigurationFilesSubscriber
 2697   0.0   9152 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ASConfigurationSubscriber.xpc/Contents/MacOS/ASConfigurationSubscriber
 2698   0.0   5888 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
